sku_id,attribute,title,evidence,proposed_value,proposed_status,agreement,alternatives,corrected_value,corrected_status,note
shopify:www.thursdayboots.com:7015663042650,details,[S] President | Saddlewood,Product Features Saddlewood Rugged & Resilient Leather Goodyear Welt Construction for Longevity Fully Lined Supple Glove Leather Interior Hardwearing Metal Shanks Poron® Antimicrobial Shock Absorbing Insoles Long-Lasting Kevlar® Blend Laces,lined|studded,labeled,1.00,lined,,,
shopify:fahertybrand.com:8021099315269,occasion,Reserve Knit Blazer - Sand Shell Melange,"Tailored like a classic blazer but made from a soft, breathable knit blend, this style has structure with a more comfortable, flexible feel. Finished with a two-button front, patch pockets, and real horn buttons, it’s an easy way to look pu",work,labeled,0.40,casual,,,
shopify:www.taylorstitch.com:7579199668301,garment_category,The Button Down Polo in Gulf Stream Herringbone,The Button Down Polo in Gulf Stream Herringbone from Taylor Stitch 100% organic cotton. 14 gauge yarns. Herringbone knit construction on the body and sleeves. Flat rib knit collar. 1x1 rib on sleeve and bottom opening. Straight hem. Hand wa,shirt_blouse,labeled,0.60,top,,,
shopify:www.taylorstitch.com:7355710865485,garment_category,The Button Down Polo in Heather Oat Herringbone,The Button Down Polo in Heather Oat Herringbone from Taylor Stitch 100% organic cotton. 14 gauge yarns. Herringbone knit construction on the body and sleeves. Flat rib knit collar. 1x1 rib on sleeve and bottom opening. Straight hem. Hand wa,shirt_blouse,labeled,1.00,top,,,
shopify:naadam.co:7278785036384,garment_category,Cashmere Ribbed Asymmetrical Top,"Lines of distinction. This asymmetrical top reimagines ribbing with architectural appeal. Crafted from Mongolian cashmere in a slim fit, it creates visual movement. Layer under blazers for office wear, or pair with high-waisted trousers for",top,labeled,1.00,sweater,,,
shopify:www.untuckit.com:7853402357838,occasion,Wrinkle-Free Ridgewell Shirt,"Who has time to iron? We gave our 100% cotton Wrinkle-Free Shirts a heat-activated finish that resists wrinkles all day long. They come out of the dryer ready to wear, so you can look sharp with zero extra effort—and get out the door faster",work,labeled,0.80,casual,,,
shopify:fahertybrand.com:6884728930373,pattern,Varsity Jacket - Navy,"An oldie but a goodie – this throwback varsity jacket has all the classic sporty stylings you remember, updated with a Faherty touch inspired by the great outdoors. From the front chenille patch to the back which features a large embroidere",graphic,labeled,0.80,solid,,,
shopify:www.everlane.com:7859754401878,garment_category,Bubble-Sleeve Top | Passion Fruit,"Here to level-up your look, this cropped-fit top features a boat neckline and sculpted bubble sleeves that bring shape through the shoulders. It has a center back button closure. Made from an organic cotton and Bluesign®-certified silk voil",top,labeled,0.60,shirt_blouse,,,
shopify:fahertybrand.com:7055925936197,closure,"Belt Loop All Day Shorts (9"") - Olive","You know them, you love them, our All Day™ Shorts look perfectly tailored with a flat front style and have the water repellent technical performance of swimwear for increased movement and breathability. Each pair is crafted in our premium e",zip,labeled,0.60,fly,,,
shopify:fahertybrand.com:8021113405509,silhouette,Sophia Smocked Dress - Chocolate Petal,"Designed with an easy, flattering shape, this sleeveless dress features a fully smocked bodice with a soft scoop neckline and a gently flared skirt. Made from a smooth, lightweight fabric that moves naturally, it feels comfortable and breat",flare,labeled,0.80,fit_and_flare,,,
shopify:naadam.co:6835720716384,fit,Signature Cashmere One Shoulder Sweater,"The Cashmere One Shoulder Sweater is a chic knit with a relaxed classic fit and short classic length designed to skim the top of the hip bones. It features a cold-shoulder silhouette, ribbed details, and fitted waistband for added dimension",regular,labeled,0.60,loose,,,
shopify:naadam.co:7634686640224,garment_category,Lightweight Cashmere Off The Shoulder Tank,"The Lightweight Cashmere Off The Shoulder Tank is crafted from featherweight cashmere, this fine-gauge tank drapes softly with a breathable, second-skin feel. Naturally insulating yet light enough for warmer days, it’s subtly structured wit",sweater,labeled,1.00,top,,,
shopify:www.everlane.com:7784911405142,colour_primary,Cinched Dress in Stretch Linen | Bone,"A midi dress with a V-neckline and soft, dolman flutter sleeves, it features gathered detailing at the waist to create shape. Made from our stretch linen fabric, it balances structure and movement. Easy to wear with flat sandals for day or ",white,labeled,1.00,beige,,,
shopify:www.untuckit.com:7590240878670,colour_primary,Linen Blend Paola Tunic Dress,"Looking to shake up your springtime style? Look no further. Our feminine Paola Dress is the must-have style of the season. We made it from a soft linen-blend fabric and gave it a refined tile print, confident collared tunic construction, an",multicolour,labeled,0.80,blue,,,
shopify:www.untuckit.com:4556194840654,details,Wrinkle-Resistant Palazzo Sport Coat,"We perfected the Original Untucked Shirts—plus all the sharp styles designed to look great with them. This 100% wool, Wrinkle-Resistant Palazzo Sport Coat is just right for looking sharp without feeling stuffy this season. Made with fabric ",lined|slit,labeled,1.00,lined,,,
shopify:naadam.co:6620058484832,details,Mixed Media Puffer Vest,"This sleek vest is the perfect layer when you need a little added warmth, and a lot of added style. The hood, drawstrings, and zip front give the illusion of layering without the extra weight. Throw this over a cashmere sweater for an effor",none,labeled,0.60,quilted,,,
shopify:www.tentree.com:8322436235450,material,Denim Nova Overall,"The epitome of throw it on and go, these denim overalls keep comfort close with a double-V neckline, perfectly placed pockets, and organic cotton that’s so soft you’ll want to spend your whole day in these.",cotton,labeled,0.60,denim,,,
shopify:www.thursdayboots.com:7332008296538,colour_primary,Everyday Tote | Cuero (S) (Gold),Product Features Cuero Full-Grain Leather Internal Pocket For Easy Storage Convenient Phone Compartment For Quick Access Double Leather Handles For Durability Long-Lasting Rivets With Gold Finish Handcrafted With Integrity Shipping Info Fre,metallic,labeled,0.80,brown,,,
shopify:www.everlane.com:7849644458070,details,Suede Slide Sandal | Russet Suede,"An open-toe slip-on sandal designed with a glove-like suede upper for a comfortable fit from first wear. Finished with a leather lining for a smooth feel it has a rubber outsole for grip. Made with our better for you leather. Dress up, dres",none,labeled,0.60,lined,,,
shopify:www.thursdayboots.com:7035381153882,details,[S] Captain | Black Matte,Product Features Black Matte Rugged & Resilient Leather Goodyear Welt Construction for Longevity Fully Lined Supple Glove Leather Interior Poron® Antimicrobial Shock Absorbing Insoles Long-Lasting Kevlar® Blend Laces Cork-Bed Midsoles that ,lined|studded,labeled,1.00,lined,,,
shopify:www.rothys.com:7597342785630,garment_category,The Crossbody Strap - Earthy Chevron,"The Crossbody Strap in Earthy Chevron Durably knit design in a light pink, green, and tan chevron pattern. Two end snap hooks make it easy to clip onto several styles, of which you will find plenty in The Bag Bar. Sturdy sliding buckle allo",bag,labeled,0.80,other,,,
shopify:www.thursdayboots.com:7442143805530,details,[S] Duke | Dark Olive Suede,Product Features Dark Olive WeatherSafe™ Suede Goodyear Welt Construction for Longevity Fully Lined Supple Glove Leather Interior Poron® Antimicrobial Shock Absorbing Insoles Cork-Bed Midsoles that Form to Your Feet DuraEVA™ Comfort Strip D,lined|studded,labeled,1.00,lined,,,
shopify:www.american-giant.com:8226072985781,garment_category,Men's Rib Tee - Forest Camo,Rib Tee,shirt_blouse,labeled,0.80,top,,,
shopify:www.rothys.com:7597342687326,garment_category,The Crossbody Strap - Khaki Stripe,"The Crossbody Strap in Khaki Stripe Durably knit design in tan and black stripes. Two end snap hooks make it easy to clip onto several styles, of which you will find plenty in The Bag Bar. Sturdy sliding buckle allows you to adjust the stra",bag,labeled,0.60,other,,,
shopify:www.everlane.com:7855404286038,occasion,Luxe Rib V-Neck Henley | Coffee Bean,"A henley with a little extra. It features elbow-length sleeves, a clean V neckline, and a slim, easy fit. Non-functional buttons run along the neckline trim, with only the center front buttons designed to open—adding detail without changing",beach,labeled,0.80,casual,,,
shopify:fahertybrand.com:7876163403845,fit,Montecito Linen Maxi Skirt - Tropics,"Hand screen-printed on lightweight linen, this maxi skirt features a softly smocked waistband, tiered detailing, and on-seam pockets for an easy, comfortable fit. Because the print is applied by hand, each piece has subtle variation that gi",regular,labeled,1.00,loose,,,
shopify:www.everlane.com:7784909668438,neckline,Scoop-Neck Tank in Pointelle | Deep Navy,"A cropped tank with a rounded square neckline and scalloped trim at the neck and armholes. Made from our pointelle fabric, it adds texture and detail to a clean, fitted silhouette. Pair it with cargo pants, a low-rise trouser, or styled und",square,labeled,1.00,scoop,,,
shopify:www.taylorstitch.com:7454610653261,colour_primary,The Down Vest in Brick Red Waxed Ripstop,The Down Vest in Brick Red Waxed Ripstop from Taylor Stitch Developed in collaboration with Crescent Down Works. 3.5-oz. 100% cotton waxed ripstop from British Millerain. 3-oz. 100% cowhide yoke. PFC-free 100% nylon lining. 5-oz. 700+ fill ,orange,labeled,0.60,red,,,
shopify:www.taylorstitch.com:7355710865485,colour_primary,The Button Down Polo in Heather Oat Herringbone,The Button Down Polo in Heather Oat Herringbone from Taylor Stitch 100% organic cotton. 14 gauge yarns. Herringbone knit construction on the body and sleeves. Flat rib knit collar. 1x1 rib on sleeve and bottom opening. Straight hem. Hand wa,white,labeled,1.00,beige,,,
shopify:naadam.co:6619044446304,neckline,Luxe Wool Double Breasted Coat,"We partnered with Manteco to bring together our specialties with this recycled wool cashmere blend. The Luxe Wool Double Breasted Coat is as classic as it gets with a naval-inspired silhouette, wide lapels and double-breasted front button c",<not_applicable>,not_applicable,1.00,,,,
shopify:www.marinelayer.com:8213621735498,closure,Dakota Denim Barrel,,<unknown>,unknown,1.00,,,,
shopify:fahertybrand.com:8021113339973,garment_length,Voile Sundance Dress - Garden Whispers,"Made from 100% organic cotton voile, this maxi dress has a light, airy feel with a soft drape that moves easily. Designed with an off-shoulder neckline and a smocked bodice, it creates a flattering, easy shape that still feels relaxed. Fit:",maxi,labeled,1.00,,,,
shopify:fahertybrand.com:8021114093637,sleeve_length,Coastal Poplin Maxi Skirt - Deepwater Stripe,"Made from 100% organic cotton poplin, this maxi skirt has a lightweight, breathable feel with a smooth, crisp finish. Designed with a smocked waistband and tiered silhouette, it creates shape while still moving easily. Detail: Maxi-length s",<not_applicable>,not_applicable,1.00,,,,
shopify:www.thursdayboots.com:7786538008666,closure,Mary Jane | Black Patent,Product Features Black Patent Leather Adjustable Leather Strap With Metal Buckle Buttery Soft Leather Lining Comfortable Shock Absorbing Insoles Lightweight Rubber Outsole 10mm Heel With Anti-Slip Base Handcrafted With Integrity Shipping In,buckle,labeled,1.00,,,,
shopify:www.tentree.com:8143540322490,fit,Vista Sweater,"Combine oversized drop shoulders, a functional quarter zip and ribbed detailing with 100% organic cotton and what do you get? A sweater that's great for your closet and the environment.",oversized,labeled,1.00,,,,
shopify:www.everlane.com:7864340643926,garment_length,Lightweight Terry Long Shorts | Velvet Morning Garment Dye,"Taking a style cue from classic basketball shorts, this mid-rise short has a relaxed, baggy fit and hits just below the knee. The elastic waistband makes it easy to pull on, while side seam pockets add everyday function. Made from a soft, b",knee,labeled,0.80,,,,
shopify:www.everlane.com:7810423160918,neckline,Notch Collar Shirt in Silk Georgette | Navy,"Meet your new go-to short-sleeve shirt. With its V-neckline and notch collar, it has gentle gathers at the cuffs and is finished with picot-edge embroidery. Made with a lightweight silk georgette with a crepey feel and fluid drape, for easy",v_neck,labeled,1.00,,,,
shopify:fahertybrand.com:8021113274437,closure,Sophia Smocked Dress - Coastal Bloom,"Designed with an easy, flattering shape, this sleeveless dress features a fully smocked bodice with a soft scoop neckline and a gently flared skirt. Made from a smooth, lightweight fabric that moves naturally, it feels comfortable and breat",<unknown>,unknown,1.00,,,,
shopify:fahertybrand.com:7721860857925,details,Sunbeam Dress - Luna Mixed Print,"Easygoing and full of charm, this standout maxi dress is designed for warm days and relaxed moments. The smocked waistband adds a hint of shape, while the tiered skirt and delicate drawcord details at the straps and waist bring a subtle, ro",tiered,labeled,1.00,,,,
shopify:www.untuckit.com:7625422176334,pattern,Performance Short-Sleeve Ireton Shirt - FINAL SALE,"The ultimate warm-weather shirt does exist—and you’ve found it. This style does it all: wicks sweat, stretches to your comfort, and resists wrinkling all day. The sun-ready print is ideal for warmer weather, and the perfect-length sleeves w",geometric,labeled,1.00,,,,
shopify:www.untuckit.com:7713739178062,details,Wool Topcoat - FINAL SALE,"Worn over a pullover on the weekend or a sport coat during the week, this sharp third layer is essential this time of year. It's made with supersoft wool blend with a notch lapel and the perfect length that won't get caught in your car door",none,labeled,0.80,,,,
shopify:naadam.co:6620058484832,collar_type,Mixed Media Puffer Vest,"This sleek vest is the perfect layer when you need a little added warmth, and a lot of added style. The hood, drawstrings, and zip front give the illusion of layering without the extra weight. Throw this over a cashmere sweater for an effor",hooded,labeled,1.00,,,,
shopify:www.outdoorvoices.com:7827443744846,colour_primary,Flared Legging,"Flared Legging in Cotton Candy — an ultra-soft brushed cotton blend with supportive stretch and gentle hold. The Flared Legging has an extra-tall waistband that can be folded over for a customizable fit, letting you wear it mid-rise or low-",pink,labeled,1.00,,,,
shopify:www.taylorstitch.com:7355710931021,material,The Button Down Polo in Cilantro Herringbone,The Button Down Polo in Cilantro Herringbone from Taylor Stitch 100% organic cotton. 14 gauge yarns. Herringbone knit construction on the body and sleeves. Flat rib knit collar. 1x1 rib on sleeve and bottom opening. Straight hem. Hand wash ,cotton,labeled,1.00,,,,
shopify:www.untuckit.com:7590178553934,waistline,Cotton Gauze Flutter Sleeve Arya Dress,"There's nothing like a bright colorful dress to make a statement this season. With a breezy flutter sleeve design, popover construction, and boldly vibrant geoprint, the Arya Dress is the best way to bloom open and greet warmer days. Pair i",<unknown>,unknown,1.00,,,,
shopify:www.taylorstitch.com:7307482660941,sleeve_style,The Mariner Shawl Cardigan in Ink Slub,"The Mariner Shawl Cardigan in Ink Slub from Taylor Stitch 100% BCI cotton. 5 gauge yarns. Half cardigan rib knit construction. Racking stitch detailing on shawl collar, placket, yoke, welts, above cuff, and bottom opening. 2x1 rib featured ",<unknown>,unknown,1.00,,,,
